role_code,role_name,area,scope_base,module_key,module_name,view,create,edit,delete,approve,export,manage_users,configure_module,reports
AUDITORIA,Controladoria / Auditoria,Administracao e Governanca,MUNICIPAL,educacao,Educacao,SIM,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
AUDITORIA,Controladoria / Auditoria,Administracao e Governanca,MUNICIPAL,avaliacoes,Avaliacoes,SIM,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
AUDITORIA,Controladoria / Auditoria,Administracao e Governanca,MUNICIPAL,nee,NEE,SIM,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
AUDITORIA,Controladoria / Auditoria,Administracao e Governanca,MUNICIPAL,saude,Saude,SIM,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
AUDITORIA,Controladoria / Auditoria,Administracao e Governanca,MUNICIPAL,processos,Processos / Protocolo,SIM,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
AUDITORIA,Controladoria / Auditoria,Administracao e Governanca,MUNICIPAL,financeiro,Financeiro,SIM,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
AUDITORIA,Controladoria / Auditoria,Administracao e Governanca,MUNICIPAL,compras,Compras,SIM,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
AUDITORIA,Controladoria / Auditoria,Administracao e Governanca,MUNICIPAL,contratos,Contratos,SIM,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
AUDITORIA,Controladoria / Auditoria,Administracao e Governanca,MUNICIPAL,integracoes,Integracoes,SIM,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
AUDITORIA,Controladoria / Auditoria,Administracao e Governanca,MUNICIPAL,paineis,Paineis / BI,SIM,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
AUDITORIA,Controladoria / Auditoria,Administracao e Governanca,MUNICIPAL,conversor,Conversor de Documentos,SIM,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
AUDITORIA,Controladoria / Auditoria,Administracao e Governanca,MUNICIPAL,rh,RH,SIM,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
AUDITORIA,Controladoria / Auditoria,Administracao e Governanca,MUNICIPAL,ponto,Ponto,SIM,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
AUDITORIA,Controladoria / Auditoria,Administracao e Governanca,MUNICIPAL,folha,Folha,SIM,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
AUDITORIA,Controladoria / Auditoria,Administracao e Governanca,MUNICIPAL,patrimonio,Patrimonio,SIM,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
AUDITORIA,Controladoria / Auditoria,Administracao e Governanca,MUNICIPAL,almoxarifado,Almoxarifado,SIM,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
AUDITORIA,Controladoria / Auditoria,Administracao e Governanca,MUNICIPAL,frota,Frota,SIM,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
AUDITORIA,Controladoria / Auditoria,Administracao e Governanca,MUNICIPAL,ouvidoria,Ouvidoria,SIM,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
AUDITORIA,Controladoria / Auditoria,Administracao e Governanca,MUNICIPAL,tributos,Tributos,SIM,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
AUDITORIA,Controladoria / Auditoria,Administracao e Governanca,MUNICIPAL,billing,Billing / Contrato SaaS,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
AUDITORIA,Controladoria / Auditoria,Administracao e Governanca,MUNICIPAL,portal,Portal da Prefeitura,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
RH_GESTOR,RH / Gestão de Pessoas,Administracao e Governanca,MUNICIPAL,org,Administracao / ORG,SIM,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
RH_GESTOR,RH / Gestão de Pessoas,Administracao e Governanca,MUNICIPAL,educacao,Educacao,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
RH_GESTOR,RH / Gestão de Pessoas,Administracao e Governanca,MUNICIPAL,avaliacoes,Avaliacoes,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
RH_GESTOR,RH / Gestão de Pessoas,Administracao e Governanca,MUNICIPAL,nee,NEE,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
RH_GESTOR,RH / Gestão de Pessoas,Administracao e Governanca,MUNICIPAL,saude,Saude,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
RH_GESTOR,RH / Gestão de Pessoas,Administracao e Governanca,MUNICIPAL,processos,Processos / Protocolo,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
RH_GESTOR,RH / Gestão de Pessoas,Administracao e Governanca,MUNICIPAL,financeiro,Financeiro,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
RH_GESTOR,RH / Gestão de Pessoas,Administracao e Governanca,MUNICIPAL,compras,Compras,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
RH_GESTOR,RH / Gestão de Pessoas,Administracao e Governanca,MUNICIPAL,contratos,Contratos,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
RH_GESTOR,RH / Gestão de Pessoas,Administracao e Governanca,MUNICIPAL,integracoes,Integracoes,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
RH_GESTOR,RH / Gestão de Pessoas,Administracao e Governanca,MUNICIPAL,paineis,Paineis / BI,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
RH_GESTOR,RH / Gestão de Pessoas,Administracao e Governanca,MUNICIPAL,conversor,Conversor de Documentos,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
RH_GESTOR,RH / Gestão de Pessoas,Administracao e Governanca,MUNICIPAL,rh,RH,SIM,SIM,SIM,SIM,NAO,SIM,NAO,NAO,SIM
RH_GESTOR,RH / Gestão de Pessoas,Administracao e Governanca,MUNICIPAL,ponto,Ponto,SIM,SIM,SIM,SIM,NAO,SIM,NAO,NAO,SIM
RH_GESTOR,RH / Gestão de Pessoas,Administracao e Governanca,MUNICIPAL,folha,Folha,SIM,SIM,SIM,SIM,NAO,SIM,NAO,NAO,SIM
RH_GESTOR,RH / Gestão de Pessoas,Administracao e Governanca,MUNICIPAL,patrimonio,Patrimonio,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
RH_GESTOR,RH / Gestão de Pessoas,Administracao e Governanca,MUNICIPAL,almoxarifado,Almoxarifado,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
RH_GESTOR,RH / Gestão de Pessoas,Administracao e Governanca,MUNICIPAL,frota,Frota,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
RH_GESTOR,RH / Gestão de Pessoas,Administracao e Governanca,MUNICIPAL,ouvidoria,Ouvidoria,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
RH_GESTOR,RH / Gestão de Pessoas,Administracao e Governanca,MUNICIPAL,tributos,Tributos,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
RH_GESTOR,RH / Gestão de Pessoas,Administracao e Governanca,MUNICIPAL,billing,Billing / Contrato SaaS,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
RH_GESTOR,RH / Gestão de Pessoas,Administracao e Governanca,MUNICIPAL,portal,Portal da Prefeitura,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
PROTOCOLO,Protocolo / Atendimento Geral,Administracao e Governanca,SECRETARIA,org,Administracao / ORG,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO
PROTOCOLO,Protocolo / Atendimento Geral,Administracao e Governanca,SECRETARIA,educacao,Educacao,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO
PROTOCOLO,Protocolo / Atendimento Geral,Administracao e Governanca,SECRETARIA,avaliacoes,Avaliacoes,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO
PROTOCOLO,Protocolo / Atendimento Geral,Administracao e Governanca,SECRETARIA,nee,NEE,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO
PROTOCOLO,Protocolo / Atendimento Geral,Administracao e Governanca,SECRETARIA,saude,Saude,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO
PROTOCOLO,Protocolo / Atendimento Geral,Administracao e Governanca,SECRETARIA,processos,Processos / Protocolo,SIM,SIM,SIM,SIM,NAO,NAO,NAO,NAO,NAO
PROTOCOLO,Protocolo / Atendimento Geral,Administracao e Governanca,SECRETARIA,financeiro,Financeiro,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO
PROTOCOLO,Protocolo / Atendimento Geral,Administracao e Governanca,SECRETARIA,compras,Compras,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO
PROTOCOLO,Protocolo / Atendimento Geral,Administracao e Governanca,SECRETARIA,contratos,Contratos,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO
PROTOCOLO,Protocolo / Atendimento Geral,Administracao e Governanca,SECRETARIA,integracoes,Integracoes,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO
PROTOCOLO,Protocolo / Atendimento Geral,Administracao e Governanca,SECRETARIA,paineis,Paineis / BI,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,NAO
PROTOCOLO,Protocolo / Atendimento Geral,Administracao e Governanca,SECRETARIA,conversor,Conversor de Documentos,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,NAO
PROTOCOLO,Protocolo / Atendimento Geral,Administracao e Governanca,SECRETARIA,rh,RH,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO
PROTOCOLO,Protocolo / Atendimento Geral,Administracao e Governanca,SECRETARIA,ponto,Ponto,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO
PROTOCOLO,Protocolo / Atendimento Geral,Administracao e Governanca,SECRETARIA,folha,Folha,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO
PROTOCOLO,Protocolo / Atendimento Geral,Administracao e Governanca,SECRETARIA,patrimonio,Patrimonio,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO
PROTOCOLO,Protocolo / Atendimento Geral,Administracao e Governanca,SECRETARIA,almoxarifado,Almoxarifado,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO
PROTOCOLO,Protocolo / Atendimento Geral,Administracao e Governanca,SECRETARIA,frota,Frota,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO
PROTOCOLO,Protocolo / Atendimento Geral,Administracao e Governanca,SECRETARIA,ouvidoria,Ouvidoria,SIM,SIM,SIM,SIM,NAO,NAO,NAO,NAO,NAO
PROTOCOLO,Protocolo / Atendimento Geral,Administracao e Governanca,SECRETARIA,tributos,Tributos,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO
PROTOCOLO,Protocolo / Atendimento Geral,Administracao e Governanca,SECRETARIA,billing,Billing / Contrato SaaS,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO
PROTOCOLO,Protocolo / Atendimento Geral,Administracao e Governanca,SECRETARIA,portal,Portal da Prefeitura,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO
CAD_GESTOR,Gestor de Cadastros,Administracao e Governanca,MUNICIPAL,org,Administracao / ORG,SIM,SIM,SIM,SIM,NAO,NAO,SIM,SIM,NAO
CAD_GESTOR,Gestor de Cadastros,Administracao e Governanca,MUNICIPAL,educacao,Educacao,NAO,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO
CAD_GESTOR,Gestor de Cadastros,Administracao e Governanca,MUNICIPAL,avaliacoes,Avaliacoes,NAO,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO
CAD_GESTOR,Gestor de Cadastros,Administracao e Governanca,MUNICIPAL,nee,NEE,NAO,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO
CAD_GESTOR,Gestor de Cadastros,Administracao e Governanca,MUNICIPAL,saude,Saude,NAO,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO
CAD_GESTOR,Gestor de Cadastros,Administracao e Governanca,MUNICIPAL,processos,Processos / Protocolo,NAO,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO
CAD_GESTOR,Gestor de Cadastros,Administracao e Governanca,MUNICIPAL,financeiro,Financeiro,NAO,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO
CAD_GESTOR,Gestor de Cadastros,Administracao e Governanca,MUNICIPAL,compras,Compras,NAO,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO
CAD_GESTOR,Gestor de Cadastros,Administracao e Governanca,MUNICIPAL,contratos,Contratos,NAO,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO
CAD_GESTOR,Gestor de Cadastros,Administracao e Governanca,MUNICIPAL,integracoes,Integracoes,NAO,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO
CAD_GESTOR,Gestor de Cadastros,Administracao e Governanca,MUNICIPAL,paineis,Paineis / BI,NAO,NAO,NAO,NAO,NAO,SIM,SIM,NAO,NAO
CAD_GESTOR,Gestor de Cadastros,Administracao e Governanca,MUNICIPAL,conversor,Conversor de Documentos,NAO,NAO,NAO,NAO,NAO,SIM,SIM,NAO,NAO
CAD_GESTOR,Gestor de Cadastros,Administracao e Governanca,MUNICIPAL,rh,RH,NAO,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO
CAD_GESTOR,Gestor de Cadastros,Administracao e Governanca,MUNICIPAL,ponto,Ponto,NAO,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO
CAD_GESTOR,Gestor de Cadastros,Administracao e Governanca,MUNICIPAL,folha,Folha,NAO,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO
CAD_GESTOR,Gestor de Cadastros,Administracao e Governanca,MUNICIPAL,patrimonio,Patrimonio,NAO,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO
CAD_GESTOR,Gestor de Cadastros,Administracao e Governanca,MUNICIPAL,almoxarifado,Almoxarifado,NAO,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO
CAD_GESTOR,Gestor de Cadastros,Administracao e Governanca,MUNICIPAL,frota,Frota,NAO,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO
CAD_GESTOR,Gestor de Cadastros,Administracao e Governanca,MUNICIPAL,ouvidoria,Ouvidoria,NAO,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO
CAD_GESTOR,Gestor de Cadastros,Administracao e Governanca,MUNICIPAL,tributos,Tributos,NAO,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO
CAD_GESTOR,Gestor de Cadastros,Administracao e Governanca,MUNICIPAL,billing,Billing / Contrato SaaS,NAO,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO
CAD_GESTOR,Gestor de Cadastros,Administracao e Governanca,MUNICIPAL,portal,Portal da Prefeitura,NAO,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO
CAD_OPER,Operador de Cadastros,Administracao e Governanca,SECRETARIA,org,Administracao / ORG,SIM,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO
CAD_OPER,Operador de Cadastros,Administracao e Governanca,SECRETARIA,educacao,Educacao,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO
CAD_OPER,Operador de Cadastros,Administracao e Governanca,SECRETARIA,avaliacoes,Avaliacoes,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO
CAD_OPER,Operador de Cadastros,Administracao e Governanca,SECRETARIA,nee,NEE,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO
CAD_OPER,Operador de Cadastros,Administracao e Governanca,SECRETARIA,saude,Saude,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO
CAD_OPER,Operador de Cadastros,Administracao e Governanca,SECRETARIA,processos,Processos / Protocolo,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO
CAD_OPER,Operador de Cadastros,Administracao e Governanca,SECRETARIA,financeiro,Financeiro,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO
CAD_OPER,Operador de Cadastros,Administracao e Governanca,SECRETARIA,compras,Compras,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO
CAD_OPER,Operador de Cadastros,Administracao e Governanca,SECRETARIA,contratos,Contratos,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO
CAD_OPER,Operador de Cadastros,Administracao e Governanca,SECRETARIA,integracoes,Integracoes,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO
CAD_OPER,Operador de Cadastros,Administracao e Governanca,SECRETARIA,paineis,Paineis / BI,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,NAO
CAD_OPER,Operador de Cadastros,Administracao e Governanca,SECRETARIA,conversor,Conversor de Documentos,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,NAO
CAD_OPER,Operador de Cadastros,Administracao e Governanca,SECRETARIA,rh,RH,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO
CAD_OPER,Operador de Cadastros,Administracao e Governanca,SECRETARIA,ponto,Ponto,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO
CAD_OPER,Operador de Cadastros,Administracao e Governanca,SECRETARIA,folha,Folha,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO
CAD_OPER,Operador de Cadastros,Administracao e Governanca,SECRETARIA,patrimonio,Patrimonio,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO
CAD_OPER,Operador de Cadastros,Administracao e Governanca,SECRETARIA,almoxarifado,Almoxarifado,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO
CAD_OPER,Operador de Cadastros,Administracao e Governanca,SECRETARIA,frota,Frota,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO
CAD_OPER,Operador de Cadastros,Administracao e Governanca,SECRETARIA,ouvidoria,Ouvidoria,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO
CAD_OPER,Operador de Cadastros,Administracao e Governanca,SECRETARIA,tributos,Tributos,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO
CAD_OPER,Operador de Cadastros,Administracao e Governanca,SECRETARIA,billing,Billing / Contrato SaaS,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO
CAD_OPER,Operador de Cadastros,Administracao e Governanca,SECRETARIA,portal,Portal da Prefeitura,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO
SAU_SECRETARIO,Secretário de Saúde,Saude,SECRETARIA,org,Administracao / ORG,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
SAU_SECRETARIO,Secretário de Saúde,Saude,SECRETARIA,educacao,Educacao,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
SAU_SECRETARIO,Secretário de Saúde,Saude,SECRETARIA,avaliacoes,Avaliacoes,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
SAU_SECRETARIO,Secretário de Saúde,Saude,SECRETARIA,nee,NEE,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
SAU_SECRETARIO,Secretário de Saúde,Saude,SECRETARIA,saude,Saude,SIM,SIM,SIM,SIM,NAO,SIM,NAO,NAO,SIM
SAU_SECRETARIO,Secretário de Saúde,Saude,SECRETARIA,processos,Processos / Protocolo,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
SAU_SECRETARIO,Secretário de Saúde,Saude,SECRETARIA,financeiro,Financeiro,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
SAU_SECRETARIO,Secretário de Saúde,Saude,SECRETARIA,compras,Compras,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
SAU_SECRETARIO,Secretário de Saúde,Saude,SECRETARIA,contratos,Contratos,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
SAU_SECRETARIO,Secretário de Saúde,Saude,SECRETARIA,integracoes,Integracoes,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
SAU_SECRETARIO,Secretário de Saúde,Saude,SECRETARIA,paineis,Paineis / BI,SIM,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
SAU_SECRETARIO,Secretário de Saúde,Saude,SECRETARIA,conversor,Conversor de Documentos,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
SAU_SECRETARIO,Secretário de Saúde,Saude,SECRETARIA,rh,RH,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
SAU_SECRETARIO,Secretário de Saúde,Saude,SECRETARIA,ponto,Ponto,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
SAU_SECRETARIO,Secretário de Saúde,Saude,SECRETARIA,folha,Folha,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
SAU_SECRETARIO,Secretário de Saúde,Saude,SECRETARIA,patrimonio,Patrimonio,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
SAU_SECRETARIO,Secretário de Saúde,Saude,SECRETARIA,almoxarifado,Almoxarifado,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
SAU_SECRETARIO,Secretário de Saúde,Saude,SECRETARIA,frota,Frota,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
SAU_SECRETARIO,Secretário de Saúde,Saude,SECRETARIA,ouvidoria,Ouvidoria,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
SAU_SECRETARIO,Secretário de Saúde,Saude,SECRETARIA,tributos,Tributos,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
SAU_SECRETARIO,Secretário de Saúde,Saude,SECRETARIA,billing,Billing / Contrato SaaS,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
SAU_SECRETARIO,Secretário de Saúde,Saude,SECRETARIA,portal,Portal da Prefeitura,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
SAU_DIRETOR,Diretor de Unidade de Saúde,Saude,UNIDADE,org,Administracao / ORG,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
SAU_DIRETOR,Diretor de Unidade de Saúde,Saude,UNIDADE,educacao,Educacao,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
SAU_DIRETOR,Diretor de Unidade de Saúde,Saude,UNIDADE,avaliacoes,Avaliacoes,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
SAU_DIRETOR,Diretor de Unidade de Saúde,Saude,UNIDADE,nee,NEE,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
SAU_DIRETOR,Diretor de Unidade de Saúde,Saude,UNIDADE,saude,Saude,SIM,SIM,SIM,SIM,NAO,SIM,NAO,NAO,SIM
SAU_DIRETOR,Diretor de Unidade de Saúde,Saude,UNIDADE,processos,Processos / Protocolo,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
SAU_DIRETOR,Diretor de Unidade de Saúde,Saude,UNIDADE,financeiro,Financeiro,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
SAU_DIRETOR,Diretor de Unidade de Saúde,Saude,UNIDADE,compras,Compras,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
SAU_DIRETOR,Diretor de Unidade de Saúde,Saude,UNIDADE,contratos,Contratos,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
SAU_DIRETOR,Diretor de Unidade de Saúde,Saude,UNIDADE,integracoes,Integracoes,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
SAU_DIRETOR,Diretor de Unidade de Saúde,Saude,UNIDADE,paineis,Paineis / BI,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
SAU_DIRETOR,Diretor de Unidade de Saúde,Saude,UNIDADE,conversor,Conversor de Documentos,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
SAU_DIRETOR,Diretor de Unidade de Saúde,Saude,UNIDADE,rh,RH,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
SAU_DIRETOR,Diretor de Unidade de Saúde,Saude,UNIDADE,ponto,Ponto,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
SAU_DIRETOR,Diretor de Unidade de Saúde,Saude,UNIDADE,folha,Folha,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
SAU_DIRETOR,Diretor de Unidade de Saúde,Saude,UNIDADE,patrimonio,Patrimonio,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
SAU_DIRETOR,Diretor de Unidade de Saúde,Saude,UNIDADE,almoxarifado,Almoxarifado,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
SAU_DIRETOR,Diretor de Unidade de Saúde,Saude,UNIDADE,frota,Frota,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
SAU_DIRETOR,Diretor de Unidade de Saúde,Saude,UNIDADE,ouvidoria,Ouvidoria,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
SAU_DIRETOR,Diretor de Unidade de Saúde,Saude,UNIDADE,tributos,Tributos,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
SAU_DIRETOR,Diretor de Unidade de Saúde,Saude,UNIDADE,billing,Billing / Contrato SaaS,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
SAU_DIRETOR,Diretor de Unidade de Saúde,Saude,UNIDADE,portal,Portal da Prefeitura,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,SIM
SAU_COORD,Coordenador de Saúde,Saude,UNIDADE,org,Administracao / ORG,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO
SAU_COORD,Coordenador de Saúde,Saude,UNIDADE,educacao,Educacao,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO
SAU_COORD,Coordenador de Saúde,Saude,UNIDADE,avaliacoes,Avaliacoes,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO
SAU_COORD,Coordenador de Saúde,Saude,UNIDADE,nee,NEE,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO
SAU_COORD,Coordenador de Saúde,Saude,UNIDADE,saude,Saude,SIM,SIM,SIM,SIM,NAO,NAO,NAO,NAO,NAO
SAU_COORD,Coordenador de Saúde,Saude,UNIDADE,processos,Processos / Protocolo,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO
SAU_COORD,Coordenador de Saúde,Saude,UNIDADE,financeiro,Financeiro,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO
SAU_COORD,Coordenador de Saúde,Saude,UNIDADE,compras,Compras,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO
SAU_COORD,Coordenador de Saúde,Saude,UNIDADE,contratos,Contratos,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO
SAU_COORD,Coordenador de Saúde,Saude,UNIDADE,integracoes,Integracoes,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO,NAO
SAU_COORD,Coordenador de Saúde,Saude,UNIDADE,paineis,Paineis / BI,NAO,NAO,NAO,NAO,NAO,SIM,NAO,NAO,NAO
